id,host_id,name,neighbourhood_cleansed,cluster_kmeans
1237004203665753764,248857558,Hyggelig lille lejlighed,Vanlse,0
1237020320794519050,27047796,Fantastisk udsigtslejlighed med altan,Indre By,1
1237033594341630458,9787857,Large flat by the lakes in central Copenhagen,Indre By,1
1237058431341491844,57418729,Beautiful apartment in Copenhagen,Bispebjerg,0
1237438549552341460,599755167,Lejlighed i Frederiksberg,Frederiksberg,4
1237471807180589452,28677259,Cosy 3roomed Apartment on Frederiksberg,Frederiksberg,1
1237485440856600211,22168206,Penthouse w. private rooftop,Indre By,1
1237501746113894555,340030353,Lejlighed i centrum af Nørrebro,Nrrebro,0
1237523052598242971,599768099,Moderne lejlighed ved vandet og tæt på centrum.,Amager Vest,4
1237526177217939951,14198774,Private room in shared apartment,Frederiksberg,0
1237633099095648366,404827994,Stuelejlighed i hjertet af Nørrebro,Nrrebro,0
1237713312757281575,23147472,Luxury - Family friendly - Central - Cozy- Balcony,Nrrebro,0
1237790286157980439,40602372,Smuk lejlighed i den gamle bydel,Indre By,0
1238156444302846230,248642636,Cozy & centrally located apartment near the lakes,Indre By,0
1238157814918906515,14979627,Beautiful family apt close to central Cph,Vesterbro-Kongens Enghave,2
1238249014249164410,437864658,Sanders Shield - 3 bedroom apartment with balcony,Indre By,1
1238270709358132957,26399071,Stay on the island of Copenhagen,sterbro,1
1238273851919033334,270944610,Generator - Deluxe King,Indre By,0
1238278528262433992,270944610,Generator - Private 4 bed Room,Indre By,0
1238287476173089730,270944610,Generator - Private 8 bed room,Indre By,1
1238291447668693206,270944610,Generator - Superior King,Indre By,0
1238304525709453459,270944610,Generator- Family Room for 4,Indre By,1
1238834607886395300,71185426,Lejlighed i hjertet af København,sterbro,0
1238900090142947432,42706044,Stor lejlighed på Nørrebro,Nrrebro,0
1238961818496690098,650343670,Cozy home w/ real CPH spirit,Amager st,0
1238974092169562482,269813,Noura Residency Apartment II,Indre By,1
1239033351832647452,139424977,Smuk 3 værelses lejlighed,Amager Vest,0
1239153934613034804,719523,Skøn 4 personers lejlighed lige ved vandet,Amager Vest,4
1239168031472822512,439990362,"Apartment with view, near Bella center,mall,city",Amager Vest,0
1239570198200728577,598994203,Copenhagen Home Stay,Amager Vest,0
1239604207869902608,4073054,Cozy place in central Copenhagen,Nrrebro,0
1239763877289982831,136370845,Skøn 3-værelses lejlighed,Frederiksberg,0
1239768558398312056,2944097,Farverig lejlighed på Nørrebro,Nrrebro,0
1239804565144724517,88878662,Cosy Apartment in lovely Nordvest,Bispebjerg,0
1239842297244629484,650573411,Hyggelig lejlighed tæt på city,Amager st,0
1239866523191073880,23424270,Whole apartment with water view in harbour area,Vesterbro-Kongens Enghave,3
1240027951202897647,241298046,"Lys lejlighed med stor altan, på Nørrebro",Nrrebro,0
1240251631467916331,12804859,Spacious and child friendly home,Nrrebro,4
1240323895529980021,441951455,Lejlighed med god beliggenhed,Nrrebro,0
1240325636550132015,453642038,House near center of Copenhagen,Brnshj-Husum,2
1240366139701569935,356284338,Charming Vesterbro apartment with balcony,Vesterbro-Kongens Enghave,3
1240407993691734115,229704053,Copenhagen apartment with a view,Amager Vest,0
1240424155662979403,54318110,Lejlighed Indre Nørrebro,Nrrebro,0
1241021985228637103,444345140,Nyrenoveret lyst værelse 2,Brnshj-Husum,0
1241036631166566974,444345140,Nyrenoveret lyst værelse 3,Brnshj-Husum,0
1241088582568871361,73369673,Light-Filled Apartment In City,Vesterbro-Kongens Enghave,4
1241097452602638700,57164900,Lejlighed i ambassadekvarteret,Indre By,0
1241131636031503012,81171262,Cosy flat in the heart of Nørrebro,Nrrebro,0
1241248489724975270,53744619,studio apartment,Brnshj-Husum,0
1241259264802397891,540109783,Fantastisk lejlighed på Vesterbro - ALT tæt på dig,Vesterbro-Kongens Enghave,3
1241325261033607181,152452850,Skøn og lys lejlighed med altan,Vesterbro-Kongens Enghave,1
1241361115928648040,199489768,Charmerende lejlighed med altan,Amager st,0
1241396865571065857,367051966,Værelse med have tæt på metro,Nrrebro,0
1241403825012421473,39717757,"Large, beautiful house 15 min from CPH inner city",Vanlse,2
1241418114790386544,103576340,"Æstetisk perle, Vesterbro",Vesterbro-Kongens Enghave,3
1241420557103508045,265242930,Hyggelig 1-værelses i Vanløse,Vanlse,0
1241423313476189211,24591140,Central City House,Amager Vest,1
1241426393855432891,35799392,Hyggelig Skandinavisk Oase,Frederiksberg,0
1241766045740182910,334687664,Københavner lejlighed,sterbro,0
1241839237877057706,187610263,Close To Tivoli - 4 People - 2 Br (1653/1),Vesterbro-Kongens Enghave,1
1241853119645547870,16960162,"Moderne lejlighed med udsigt, tæt på Metro & S-tog",Valby,1
1242041771653396277,84704945,Fantastisk beliggenhed og udsigt,Vesterbro-Kongens Enghave,4
1242101333819305468,402350610,Central manor apartment,Indre By,0
1242148913218526623,3680555,Cute and authentic townhouse,Brnshj-Husum,4
1242513731954392347,651224334,Unik Campervan i centrum,Amager st,0
1242529925374166763,69972797,Cosy apt. close to the water!,Amager Vest,0
1242563206371107830,118809859,Hjem i hjertet af Nørrebro,Nrrebro,0
1242572295066972509,65885361,Modern apartment close to city centre and beach,Amager st,0
1242621825820115028,577353805,Lille lejlighed midt på Nørrebro,Nrrebro,0
1242628011191058013,651250378,Stor m fantastisk beliggenhed,Indre By,0
1242740027720057881,28179914,Artistic apartment at Nørrebro,Nrrebro,0
1242782350808225463,62881535,"Dejligt hus i Vanløse, Kbh",Vanlse,4
1242783580829482682,419950703,Cozy and quiet apartment,Brnshj-Husum,0
1242793185322749670,574636758,Hyggelig lejlighed på Amagerbro,Amager st,0
1242832936664894147,651317837,Central Lejlighed i København,sterbro,0
1242884917941082950,407657094,Copenhagen,sterbro,0
1243150426211510395,525904221,Midt i hjertet af København,Indre By,0
1243268209094824506,52292403,Herskabslejlighed på Østerbro,sterbro,4
1243383190846531649,301636511,2 værelses lejlighed i København,Amager Vest,0
1243402175703222078,133920023,Lejlighed i hjertet af Nørrebro,Nrrebro,0
1243466607597867644,63043520,Beautiful apartment in hip area,Nrrebro,4
1243474207855293470,196802293,Centralt beliggende lejlighed,Indre By,0
1243534890070069897,566222502,Central og rolig lejlighed i København,Indre By,0
1243562538744244860,490897680,Cozy apartment near Royal Arena (3 bedrooms),Amager Vest,4
1243933518617681289,490680867,Stylish 3BR Flat w Two Balconies,Amager Vest,1
1243991899902843102,101110933,Smuk lejlighed på Frederiksberg,Frederiksberg,0
1244010750385919895,21782703,Luxury flat in cozy Frederiksberg,Frederiksberg,4
1244041792234310830,42460925,2 værelses lejlighed med egen have i Sydhavnen,Vesterbro-Kongens Enghave,3
1244079375754192463,434135786,2-Bedroom Apartment Retreat,Amager st,4
1244080718300459967,651620563,Cozy quiet apt in out Copenhagen,Bispebjerg,1
1244147958257977309,348155044,Lys lejlighed ved Fælledparken,sterbro,0
1244183379684661105,31729359,"Cozy Flat in Islands Brygge, Copenhagen",Amager Vest,0
1244235199110148676,222714924,Hyggelig lejlighed til par med parkering,Bispebjerg,0
1244237025917322881,461413773,Unique townhouse downtown Cph,Indre By,1
1244239596076906560,39269632,Lille hyggelig 1. Værelses i KBH -kun til en pers.,Vesterbro-Kongens Enghave,3
1244307968680361899,71499712,Lys 3-værelses med grøn udsigt,Frederiksberg,4
1244670395560488804,2770598,Modern Design Apartment in København,Indre By,1
1245485243483111639,6296001,Hyggelig Lejlighed i CPH 1-2pers,Nrrebro,0
1245555400402092754,1847659,Bright flat close to the beach,sterbro,4
1245633064489904778,171654066,Charming Apartment in Østerbro.,sterbro,1
1245666420744485490,26566135,Flat in Amager,Amager st,0
1245703788922045120,45026122,Skøn lejlighed tæt på havnen,Vesterbro-Kongens Enghave,3
1246124720260033237,425470293,Nice & cozy room close to the M1,Amager Vest,0
1246180795299654196,124081151,"Penthouse, Vesterbro",Vesterbro-Kongens Enghave,3
1246204883607913101,251550729,Lejlighed i indre København,Nrrebro,0
1246288436230870420,652166422,Vesterbro,Vesterbro-Kongens Enghave,3
1246328358778324295,154834026,Bright apartment,Frederiksberg,4
1246367671570687533,457577218,Lejlighed Frederiksberg/Nørrebro,Frederiksberg,0
1246383428149414935,46939301,Spacious and bright apartment,Bispebjerg,4
1246416604652031919,133787904,Lys lejlighed ved Christianshavn,Amager st,0
1246432099621868818,846204,Next to Metro City Ring,Vesterbro-Kongens Enghave,3
1246471735154942396,846204,Roligt værelse i hjertet af byen,Vesterbro-Kongens Enghave,3
1246925905011129873,233308608,2-bedroom apartment in Østerbro,sterbro,0
1246946417828931529,559591408,Studio bolig i København,sterbro,0
1246974818249742796,583874352,Glarmester Lejlighed i København,Indre By,2
1247003718221756688,102482150,Børnevenlig bolig tæt ved metro og Fælledparken,Nrrebro,4
1247044952219185475,8229047,All you need in KBH,Nrrebro,4
1247151263562490860,159497896,Nyrenoveret perle på Nørrebro,Nrrebro,0
1247154112850203524,15406281,Light & Spacious Apt Near Metro,Valby,4
1247623633109144464,211492641,Fantastisk & central beliggenhed,Frederiksberg,0
1247645054403941478,82144986,Moderne Lejlighed med altan,sterbro,0
1247659394040307867,652517005,Hyggelig lejlighed tæt på byen,Valby,0
1247759027236837685,652534858,Duplex Penthouse w. Rooftop Terrace,Nrrebro,2
1247759680212383231,652534858,Spacious 2BR Apartment with Large Terrace,Nrrebro,2
1247782074270861504,652534858,Beautiful 3BR Apartment w. Large Terrace,Nrrebro,2
1247783037284078433,652534858,Amazing 8 Person Apartment,Nrrebro,2
1247783726570306767,652534858,Superior 2BR Apartment with Terrace in Urban Area,Nrrebro,1
1247784572829772721,652534858,Two-Story Penthouse with Private Rooftop,Nrrebro,2
1247800294407111881,348835807,Cozy Copenhagen Apartment,Frederiksberg,0
1247905887309290513,8621998,Room in hip neighbourhood with nice guy,Vesterbro-Kongens Enghave,3
1247916415735541129,652600665,Stort værelse i hyggelig lejlighed i København.,Valby,0
1247979018375118096,37978182,4 bedrooms on the harbour front,Vesterbro-Kongens Enghave,1
1248301689494536689,131267482,Hyggelig lejlighed på Vesterbro,Vesterbro-Kongens Enghave,3
1248325959283303018,30481970,Skøn lejlighed med altan,Vesterbro-Kongens Enghave,3
1248444126252427440,44109012,Farverig lejlighed Islandsbrygge,Amager Vest,0
1248525793437089144,140195031,Perfectly Located Urban Oasis,Nrrebro,0
1248576839099521216,526474032,En perle midt i København,Indre By,4
1249028368475552277,66882419,60’er hus med have - i byen,Bispebjerg,4
1249095039204184211,321773355,Stor lejlighed i indre København,Indre By,0
1249143388685138539,31780780,Stor og lys lejlighed centralt i København,Vesterbro-Kongens Enghave,4
1249159050824201715,83909117,Fin lejlighed med god udsigt,Brnshj-Husum,0
1249159316129508681,211859407,Cosy Copenhagen City apartment.,Indre By,0
1249189199369400329,407485175,Idyllisk københavnerlejlighed,sterbro,4
1249228823570916975,125580007,2 værelser udlejes i det centrale Valby.,Valby,0
1249272926438220844,489295822,Bright & Central Vesterbro Flat,Vesterbro-Kongens Enghave,3
1249340139992910375,267661745,"Stor, åben og central lejlighed",Amager st,0
1249393686081365133,33988896,Cosy and spacious central room,Nrrebro,0
1249731122603078156,523465483,Charming Authentic CPH Apartment,Amager st,0
1249779867848171716,598396872,Feel good house near the beach.,Amager st,0
1249788702982990509,67742119,Hyggelig og parvenlig lejlighed med to altaner.,Bispebjerg,0
1249821609627360295,39520373,Værelse til 1-2 personer i hyggeligt gammelt hus,Brnshj-Husum,0
1249881558135136900,23964013,Skøn 2-værelses lejlighed i hyggeligt kvarter.,Amager st,0
1249897623160312565,652318233,Felicidad,Vesterbro-Kongens Enghave,3
1250006506779619861,155775045,Hyggelig lejlighed med have,Vanlse,0
1250012152986502423,511379248,Stort lys og rummelig lejlighed,sterbro,1
1250128299000459209,117498346,Studioapartment in Norrebro,Nrrebro,0
1250506885809823822,5036548,Artsy Oasis in central CPH,Indre By,0
1250559018331910088,448612206,Hyggelig lejelighed på Amagerbro,Amager st,0
1250576989932362987,108530467,Charmerende lejlighed i KBH N,Nrrebro,0
1250612737771409891,555084325,Central cozy flat w. balcony,sterbro,0
1250696684543595421,68633724,Hyggelig lejlighed nær metro,Amager st,0
1251308996677487310,86849935,Lys og charmerende lejlighed midt i Valby,Valby,0
1251315602605110138,653413092,Cozy Apartment near Copenhagen,Valby,0
1251333253927616233,249640662,Hyggelig 3-værelses lejlighed,sterbro,0
1251384692670494767,567741892,Lovely apartment - Frederiksberg,Frederiksberg,0
1251397984170192333,318534102,Cozy apartment with private garden,Bispebjerg,0
1251420818184338127,31537917,Hyggelig lejlighed på Østerbro,sterbro,0
1251423651045525310,565194713,Sød Nørrebro lejlighed,Nrrebro,4
1251435105629281853,19106043,En unik perle i trendy Nørrebro,Nrrebro,0
1252012905615269151,161600312,Apartment in the heart of CPH,Indre By,0
1252078580925784928,551357458,Toværelses lejlighed i KBH S,Amager st,0
1252263673328362426,116348697,Central beliggenhed med altan,sterbro,0
1252268232554434671,22572362,"Apartment in central Nørrebro, CPH",Nrrebro,0
1252278513843711509,50588086,Charming Urban Retreat in Amager Strand,Amager st,4
1252282715380433145,65300661,"Roligt, centralt, familievenligt",Amager st,1
1252646781497474296,36611965,123m2 apartment next to Vesterbro and Norrebro,Frederiksberg,0
1252696219086172777,8872185,Exquisite apartment in Vesterbro,Vesterbro-Kongens Enghave,3
1252710450331994351,51835639,Family house in Copenhagen,Bispebjerg,2
1252716186436991025,239527543,Lys og hyggelig lejelighed,Valby,0
1252718032812106952,587013700,Penthouse med søudsigt,Nrrebro,0
1252737136379085422,288837584,Lejlighed ved søerne i København,Indre By,0
1252899906661929231,588089021,72m2 på Enghave Plads,Vesterbro-Kongens Enghave,3
1252968389101664207,63190932,Cozy apartment in Frederiksberg,Frederiksberg,0
1253354315937032214,7575079,An oasis close to city center,Amager Vest,4
1253447716300200863,559423114,guest house/office,Bispebjerg,0
1253475150543043080,653925640,Luksuslejlighed med udsigt,Amager Vest,4
1253504701844294260,30362437,Houseboat - Refshaleøen,Indre By,0
1253532325514340188,7203997,Single room with comfy bed,Frederiksberg,0
1253631753836573901,109762397,Central lejlighed i København,sterbro,0
1253643769063275602,154951764,Hyggelig 2-værelses lejlighed,Vanlse,0
1253725876532641448,478838119,Beautiful & central apartment,Indre By,4
1254086108463948077,124586657,Lejlighed i centrum,Indre By,0
1254101425901560407,167574454,Mieszkanie w ciekawej okolicy,Nrrebro,0
1254107738072352558,2337505,Trendiest neighbourhood in Cph,Vesterbro-Kongens Enghave,2
1254140542485238061,303840541,Cosy new studio in Copenhagen SV,Vesterbro-Kongens Enghave,3
1254151248442038940,85118542,Large Unique apartment in Copenhagen,Frederiksberg,0
1254164687169891426,654099983,Skøn lejlighed med unik beliggenhed i København,Vesterbro-Kongens Enghave,3
1254172537139846027,654101229,Central lejlighed i København,Nrrebro,0
1254184140410301898,123301508,Central og charmerende lejlighed,Indre By,1
1254211738493741769,478836682,Copenhagen Apartment,Valby,0
1254283109944626772,183707572,Hyggeligt værelse i København V,Vesterbro-Kongens Enghave,3
1254308695888940829,139883957,Cozy Room in Copenhagen,Amager Vest,0
1254387949747800518,183384230,Cozy and quit Apartament,Amager st,0
1254443354802103518,39716311,Moderne lejlighed i København,Amager st,4
1254466883779639579,483034715,Hyggelig lejlighed i København,Vesterbro-Kongens Enghave,3
1254747820041861717,52936627,Lys og charmerende lejlighed på Frederiksberg,Frederiksberg,4
1255094225021470324,13645248,Great location cozy private home,Vesterbro-Kongens Enghave,4
1255213125895149373,285571245,Charmerende lille studio på Christianshavn,Indre By,0
1255589552127955287,54478183,Colorful home near a station,Valby,0
1255611847932843074,11993935,A wonderful jungle inside a charming boho flat,Amager Vest,2
1255625120135108759,10098599,Lovely apartment in Vesterbro,Vesterbro-Kongens Enghave,3
1255742628641826534,391931359,Hjertet af København,Indre By,1
1255778493328499677,6684500,Cosy apartment with garden down town CPH/Vesterbro,Vesterbro-Kongens Enghave,3
1255816023749696569,200864667,"Central, hyggelig og stor",Vesterbro-Kongens Enghave,3
1256275433843520148,115943694,Modern apartment in quiet area,Amager Vest,0
1256293574761959356,139133977,4 mins fra Metro - Hus med fantastisk terrasse,Vanlse,4
1256319598680251142,34739801,Skøn lejlighed,Amager st,2
1256415776032752315,8954321,Fin lejlighed nær metro,Frederiksberg,0
1256427739967591928,250472003,I hjertet af Vesterbro,Vesterbro-Kongens Enghave,3
1256509129753115335,97804470,Lys altan lejlighed på Nørrebro,Bispebjerg,4
1256519242541127525,213473245,Hyggelig lejlighed på Nørrebro,Nrrebro,0
1256525153162081224,7649918,"Unik, hyggelig og æstetisk 1-værelses lejlighed",Amager st,0
1256532194631920903,54656822,Private room in habour area,Vesterbro-Kongens Enghave,3
1256630217112246132,15993527,Smukt og hyggeligt på Nørrebro,Nrrebro,0
1256816161906862719,117659634,Københavnerlejlighed centralt på Østerbro,sterbro,0
1257045178398257489,27966167,Hel lejlighed nær stranden,Amager st,0
1257064540852991484,58672555,"Scandinavisch Appartement in Østerbro, Copenhagen",sterbro,0
1257083215944054647,538991514,Lovely Apartment for 6,Nrrebro,1
1257083734437154613,538991514,2BR Apartment in Cool Urban Neighbourhood,Nrrebro,1
1257084212384138582,538991514,Two-Bedroom Ground Floor Apartment,Nrrebro,1
1257084722548027741,538991514,Ground-Floor Apartment - Perfect for Families,Nrrebro,1
1257093565841107957,424093643,"B16, Studio apt. in Nørrebro",Frederiksberg,0
1257135251052534223,83269100,Central Lejlighed på Nørrebro,Nrrebro,0
1257230989588586133,40814353,Nice room with private entrance and free bicycles,Vanlse,0
1257295752703949288,305423469,Apartment center of Copenhagen,Indre By,0
1257301629145538033,658047432,Cozy Apartment – Close to City Life,Nrrebro,0
1257321612366369846,156518840,"Skøn, lys og rummelig lejlighed",Frederiksberg,0
1257358677467879470,191838154,Big apartment in the heart of Nørrebro,Nrrebro,4
1258029425840115459,599402114,Beautiful villa near city center,Amager st,2
1258104692774059191,30985262,Lejlighed i centrum af København,Indre By,4
1258446733071045375,482458946,2 personers hyggelig lejlighed,Frederiksberg,0
1258583192822037183,125252231,Tæt på by og lufthavn,Amager st,0
1258729107947096937,434135786,Wonderful Hellerup Residence,sterbro,4
1258779903687682078,655159249,Hyggelig lejlighed på Østerbro,sterbro,0
1259206633053902864,299498512,Værelse med smuk udsigt over Kbh,Brnshj-Husum,0
1259275569564738814,7370131,Vesterbro living,Vesterbro-Kongens Enghave,3
1259351947130776713,242194025,Luxury & Hotel Comfort,Vesterbro-Kongens Enghave,3
1259532389609322078,655331947,Perle i hjertet af københavn,Indre By,0
1259867266524790487,100849171,Lys hyggelig lejlighed,sterbro,0
1259877021625073183,20682205,Hyggelig lejlighed centralt i København,Amager Vest,0
1259912226694171330,10522257,Hjemlig københavner lejlighed,Amager Vest,0
1259959080945625026,167215199,Hyggelig og central lejlighed på Nørrebro,Nrrebro,0
1260027266538583908,97815243,Rooftop apartment in Islands Brygge,Amager Vest,0
1260083565809123380,440000669,Perfect Super Central 2BR Flat,Indre By,1
1260594842792674437,469844716,Cosy Copenhagen flat,sterbro,0
1260605200078568190,2090002,Brick villa in the heart of Copenhagen NV,Bispebjerg,2
1261290828962413319,57255175,Cosy and spacious apartment,Nrrebro,1
1261361394950192810,529009682,Luksuriøst værelse midt i København,Vesterbro-Kongens Enghave,3
1261404849806134881,529009682,Rumlig værelse midt i København,Vesterbro-Kongens Enghave,3
1261449693625326637,55389028,Central Frederiksberg Apartment,Frederiksberg,0
1261458655181386922,592059015,"Cosy appartment near city, beach, metro & airport",Amager st,0
1261538103699303970,154721475,2 værelses lejlighed på Nørrebro,Nrrebro,0
1261545216323809658,132349926,Skøn familievenlig lejlighed,sterbro,4
1261558590448816039,20642448,Hyggelig lejlighed i hjertet af København,Vesterbro-Kongens Enghave,3
1261583937234930397,54396281,Lejlighed i hjertet af København,Indre By,0
1261620408073130352,57662402,"Bright, Spacious & Cozy Stay",Nrrebro,0
1261683189293753733,12292211,Fantastisk lejlighed i centrum,Amager Vest,4
1261720681262871760,11991885,Luxury Townhouse w/ private Rooftop in Central CPH,Indre By,1
1261758312233914352,468840026,Cozy Flat with great location,Amager Vest,0
1262006571823988729,92026074,Lys lejlighed i dejligt område,Amager Vest,0
1262070386969594122,154981937,Dejlig lejlighed i KBH og natur,Vesterbro-Kongens Enghave,3
1262090312073145151,263067026,21m2 room in Copenhagen centrum,Nrrebro,0
1262104968965143682,217469947,"Tæt på Royal Arena, City og Metro. Skøn udsigt.",Amager Vest,4
1262107898955462145,187610263,Østerbro - 2 Br - Renovated - 4 Person -train - Øs,Indre By,1
1262136345731015753,210267676,Two bedroom appartment in Frederiksberg,Frederiksberg,0
1262150586529240914,153910862,Lille hyggelig lejlighed,sterbro,0
1262211297502045876,578967094,3-vær. nær Amager Strandpark,Amager st,4
1262223336321687457,101343114,Hyggelig lejlighed med altan på Nørrebro,Nrrebro,0
1262254070430444945,14975590,Lys lejlighed med Altan,Vesterbro-Kongens Enghave,2
1262328825881671690,43600661,"Hyggelig, fin og central bolig",sterbro,0
1262367903181074924,187598989,Hyggelig 2-værelses i Vanløse,Vanlse,0
1262769865998777626,250093065,Skøn 2 personers lejlighed,Frederiksberg,0
1262818935687287369,357288198,Classic Apartment in old town,Indre By,0
1262909373239562835,123774466,Family-friendly big apartment,Vesterbro-Kongens Enghave,4
1262917307693315514,83048329,Calm & Quiet Studio Apartment,Amager st,0
1262983243073011409,100342645,"God lejlighed, tæt på metro!",Amager st,4
1263011898917172066,310153017,Flot 3-værelses lejlighed,Frederiksberg,0
1263020474755535139,510643628,Rummelig lejlighed ved Søerne,Nrrebro,4
1263049899929251986,113872698,Lejlighed i København,Vesterbro-Kongens Enghave,4
1263393135185364088,5897412,Lys 2.5 værelses i Kbh V,Vesterbro-Kongens Enghave,3
1263567944255524282,563477854,Lejlighed i hjertet af Vesterbro,Vesterbro-Kongens Enghave,3
1263616650326781753,14662891,Bright Apartment with 2 Balconies Near City Center,Bispebjerg,0
1263876386814970073,530265144,apartament frederiksberg,Frederiksberg,0
1264372986621563526,652925276,Mieszkanie 4 sypialnie w centrum,Vesterbro-Kongens Enghave,1
1264400485173502501,656226579,Huge charming city center apartment / elevator,Indre By,1
1264444592587182796,656445220,Studio,Vanlse,0
1264471072832058127,656452552,Probably CPH best location,Indre By,0
1264475265144878209,460564145,Hyggelig lejlighed tæt på metro,Nrrebro,0
1264497591432842994,54091382,Familie-venlig lejlighed på toppen af Vesterbro,Vesterbro-Kongens Enghave,4
1264606405878385169,277663479,Charmerende og personlig,sterbro,0
1264635011512824592,656494217,Byhus lige ud til stranden,Amager Vest,2
1265196051314647927,210874903,Stor familievenlig lejlighed på 120kvm,Nrrebro,4
1265351616454804831,136893767,First floor in Copenhagen by the water,sterbro,4
1265632390170874571,656710044,Unik lejlighed i København,sterbro,2
1265724262216217894,6507131,Beautiful spacious apartment,Amager st,1
1265833049126985700,249812331,Skøn lejlighed med altan,sterbro,0
1265849883259823610,45476372,Modern 2-Bed · Central CPH · Sunny Balcony,Frederiksberg,4
1265936167469593303,259356104,Værelse centralt beliggende,Vesterbro-Kongens Enghave,3
1265966586898448476,656779098,"Hyggelig familiebolig, Østerbro",sterbro,4
1266094238468607204,60329272,Amagerbro Escape: Metro 130m,Amager Vest,0
1266598390158116783,110810202,Classic Copenhagen apartment,Frederiksberg,4
1266618460297241596,97800157,Waterfront Apartment,sterbro,0
1266633004803748951,1029135,Urban oasis by the Zoo,Valby,2
1266734658238726850,40415853,Lejlighed i hjertet af Østerbro,sterbro,4
1266786356803657788,434135786,Ideal Apartment in Trendy Nørrebro,Nrrebro,1
1267212494892573565,247379882,Courtyard Penthouse Studio,Indre By,0
1267315084652752945,599690078,Værelse på Frederiksberg,Frederiksberg,0
1267454870633467599,266052531,Moderne lejlighed i KBH,Amager Vest,0
1267509221975443339,155778851,Charming Family House with Garden,Valby,0
1267878035339394164,124660172,Lys og charmerende lejlighed i hjertet af Nørrebro,Nrrebro,0
1267893305938283861,14838720,Elegant værelse centralt i byen,Indre By,0
1267903906135315896,565504675,Hyggeligt,sterbro,0
1267936466451888795,35007646,Modern apartment close to the city centre,Amager st,4
1268055826510126552,342326987,Double Hotel Room | Shared Bathroom & Kitchen,Amager st,0
1268137871175299693,581689122,Udsigt til havnen og lige ved metroen,Vesterbro-Kongens Enghave,3
1268149039815025266,35549559,10 min to Metro quiet place,Vanlse,0
1268201424504520370,439378639,Skøn lejlighed på Nørrebro,Nrrebro,0
1268552418911892887,24066178,Spacious Stylish Apartment in Heart of the City,Indre By,1
1268616492126343064,464431045,Mini-house in CPH with sunny garden and 2 terraces,Brnshj-Husum,4
1268623368704880413,27081977,Lille lejlighed tæt på centrum,sterbro,0
1268630150176042248,345586335,Charming Family Home in Amager,Amager st,4
1268734444726387623,127969873,Quiet oasis in the heart of Frederiksberg,Frederiksberg,4
1268742121759323079,558192856,Apartment Vesterbro City,Vesterbro-Kongens Enghave,3
1268762634449111524,62552819,"Central apartment, Frederiksberg",Frederiksberg,4
1270058389149009578,424093643,"S18, 3. tv, 1 bedr. in Nørrebro",Nrrebro,0
1270099885363086026,101048934,The appartment is nice and quite,Indre By,0
1270123278396132424,568634444,Live like a local - Enjoy Copenhagen,Amager Vest,0
1270157064768796791,69041007,Cozy apartment near city center,Valby,0
1270449679393844632,54609795,Cozy and central Danish apartment in Copenhagen,Vesterbro-Kongens Enghave,3
1270703154184307001,28173266,Cool lejlighed i levende bydel,Bispebjerg,0
1270836745920654691,21355185,Hyggelig lejlighed,Nrrebro,0
1270874905162250843,189377145,Home away from home,Amager Vest,0
1270910043669028913,208840763,Spacious 3 room apartment,Valby,4
1270924304497116949,213916937,Lejlighed centralt i Nordvest,Bispebjerg,0
1270933344838348909,594266087,Cozy Apartment in Copenhagen,Vesterbro-Kongens Enghave,3
1270977626511624005,256271228,Rummelig 2-værelseslejlighed,Bispebjerg,0
1271032182847118254,657938700,Amazing and centric apartment,Amager Vest,4
1271187345440679845,37341092,Central apartment in Copenhagen,sterbro,0
1271506039428524954,401232306,96 m2 lejlighed + Fri parkering,Frederiksberg,4
1271536223567405476,268797433,Apartment with harbour View,Vesterbro-Kongens Enghave,1
1271562449399695239,43159936,"Skøn, renoveret lejlighed på Østerbro",sterbro,4
1271617857366783791,30366098,Hyggelig bolig på Nørrebro,Nrrebro,0
1271621132860210470,447666842,Lejlighed i hjertet af Vesterbro,Vesterbro-Kongens Enghave,3
1271722247008604355,35687307,Central and peaceful room by Nørreport + the lakes,Indre By,0
1271743283268207194,598241049,Townhouse in Copenhagen,Valby,4
1272224159232506840,39060291,Fin lille lejlighed i byhus,Nrrebro,4
1272296807123319849,190234550,Kunst lejlighed med stor altan,Bispebjerg,4
1272322692907552828,3717505,Scandi Hygge Apartment – Top Floor with Balcony,Amager st,0
1272368670995773406,469049259,Charmerende lejlighed i Nyhavn,Indre By,1
1273013411813630629,218914010,Cosy flat in central Nørrebro,Nrrebro,0
1273034887854426711,29691083,Light 4-room central CPH flat w/ sunny balcony,Vesterbro-Kongens Enghave,3
1273083911486001488,161532581,Hyggelig lejlighed ved søerne,sterbro,0
1273300478829198487,187267445,Copenhagen apartment,Vanlse,0
1273366161310613170,505160071,Luksus lejlighed i København,sterbro,0
1273373699928099846,305238136,Amagerbro,Amager st,0
1273604367129857436,338812818,Cozy one-room apartment,sterbro,0
1273667635425767784,60810959,Apartment close to City & Beach,Amager st,4
1273686980650717693,477385377,Cozy 2bd central apartment,Indre By,4
1273703824882224553,17520852,Central by the water w/ balcony,Indre By,0
1273786956805837030,19017327,Chambre à Copenhague,Bispebjerg,0
1273839821767459112,15519547,Family apartment in Vesterbro,Vesterbro-Kongens Enghave,4
1273866871030394449,425497533,Cozy and spacious apartment,Nrrebro,4
1273869208490545965,149940729,"Cozy apartment, NV/Frederiksberg",Frederiksberg,0
